Department,Sex,Admitted
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
History,F,No
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Mathematics,M,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,F,Yes
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,M,No
Philosophy,F,No
Philosophy,F,No
Philosophy,F,No
Philosophy,F,No
Philosophy,F,No
Philosophy,F,No
Philosophy,F,No
Philosophy,F,No
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Philosophy,M,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,F,Yes
Mathematics,M,No
Mathematics,M,No
Mathematics,M,No
Mathematics,M,No
Mathematics,M,No
Mathematics,M,No
Mathematics,M,No
Mathematics,M,No
Mathematics,M,No
