height,youtube,nationality,gender
161.2000856,1788,SG,F
163.3209983,2168055,SG,F
164.3613917,64190,SG,F
170.5047177,3367267,SG,F
163.6190507,0,SG,F
164.2139605,0,SG,F
169.1173156,0,SG,F
165.3035109,248725,SG,F
161.077081,6077,SG,F
167.7418409,57249,SG,F
158.6890942,0,SG,F
160.0322268,0,SG,F
161.8043869,301846,SG,F
167.7348079,0,SG,F
161.5653227,0,SG,F
172.0651577,303235,SG,F
157.0700694,100904,SG,F
163.1506122,2,SG,F
156.4969113,0,SG,F
160.6915765,1,SG,F
150.0594625,247,SG,F
157.527628,62894,SG,F
164.3234196,34165,SG,F
160.9915607,1963,SG,F
162.1096485,14698930,SG,F
154.671837,0,SG,F
163.0724384,0,SG,F
171.0633105,484,SG,F
155.7309631,0,SG,F
167.7061051,973,SG,F
164.8963592,1,SG,F
173.094563,189,SG,F
156.9804101,13813993,SG,F
162.2361993,10146077,SG,F
166.9003947,0,SG,F
160.0286611,291825,SG,F
161.2949282,373,SG,F
164.6672113,3405,SG,F
171.1657371,0,SG,F
173.4874068,190950,SG,F
162.7382307,3867,SG,F
160.1002027,3145076,SG,F
163.2457137,1572,SG,F
162.8854098,0,SG,F
167.0015699,2634729,SG,F
161.5487868,317,SG,F
161.371693,11333,SG,F
170.9293539,449861,SG,F
171.721791,0,SG,F
146.7834276,4,SG,F
163.9152977,562,SG,F
161.9598493,179646,SG,F
159.2125523,289,SG,F
159.0797516,334028,SG,F
171.0447791,92108,SG,F
166.174809,347800,SG,F
163.1262306,5,SG,F
154.0880813,807,SG,F
164.9766992,0,SG,F
159.0482338,410744,SG,F
157.3057039,36,SG,F
159.5017925,1749,SG,F
153.6333309,0,SG,F
164.1042537,1947,SG,F
153.9914027,598291,SG,F
166.9895831,342322,SG,F
163.0145569,2,SG,F
162.3730741,0,SG,F
166.5225016,7603,SG,F
159.720159,750993,SG,F
165.9661599,0,SG,F
165.9172832,14126691,SG,F
153.3969036,52232,SG,F
165.2182298,3006,SG,F
168.4842064,231,SG,F
152.1320497,48,SG,F
157.9888815,0,SG,F
160.2176371,0,SG,F
172.5000513,76112,SG,F
163.1347418,7513,SG,F
179.6076926,7342,SG,F
166.6795539,272,SG,F
160.2282843,19584966,SG,F
164.3303956,1,SG,F
163.221437,70723,SG,F
163.5951986,12582,SG,F
146.2198722,24,SG,F
168.7188149,0,SG,F
165.6211054,2094919,SG,F
161.7193024,3,SG,F
160.6305128,0,SG,F
162.9650603,778281,SG,F
164.2888962,1,SG,F
164.0354676,7685,SG,F
160.9926332,0,SG,F
154.2683749,610457,SG,F
166.1486821,0,SG,F
156.6960928,0,SG,F
155.2322356,1853,SG,F
164.4734412,808146,SG,F
170.8285806,0,SG,F
160.340673,12200,SG,F
149.9307452,615,SG,F
164.7983538,1,SG,F
153.1337185,1955252,SG,F
164.1288199,1795,SG,F
170.011585,24082,SG,F
167.1682108,43896749,SG,F
163.3991827,6,SG,F
169.6020649,4709667,SG,F
164.9654101,0,SG,F
159.5904198,871437,SG,F
145.4632228,0,SG,F
155.8663323,951055,SG,F
159.3189776,10899947,SG,F
161.5374662,0,SG,F
162.3623805,627104,SG,F
159.994141,236,SG,F
159.6404312,6578566,SG,F
160.8890962,16449,SG,F
158.8204833,40740,SG,F
152.7032562,1061630,SG,F
160.9043166,207762,SG,F
152.2135527,4677,SG,F
170.2807199,0,SG,F
162.9497968,474,SG,F
161.1438338,0,SG,F
156.4957209,18,SG,F
167.8719197,750662,SG,F
166.2781595,13475,SG,F
167.3642496,2204159,SG,F
163.8201846,281610,SG,F
165.2537125,36,SG,F
166.1378252,908,SG,F
165.3074795,41,SG,F
155.8548898,2509953,SG,F
157.6176502,0,SG,F
171.5833841,0,SG,F
161.4805558,291114,SG,F
165.020463,29372,SG,F
169.8716101,852,SG,F
164.3434659,0,SG,F
160.291118,989,SG,F
167.00529,25299,SG,F
156.4974689,9196,SG,F
158.2552691,906857,SG,F
166.2419657,152163,SG,F
151.6236615,119565,SG,F
153.5497318,0,SG,F
162.2417245,5106,SG,F
169.3488028,0,SG,F
165.6139941,121217,SG,F
158.1083687,493802,SG,F
155.0464908,246077,SG,F
155.4298071,20365,SG,F
165.1715832,8222,SG,F
165.2002524,3,SG,F
163.7658708,2,SG,F
161.8748519,46550,SG,F
159.8819141,26213,SG,F
168.7521479,1182462,SG,F
170.4950235,30,SG,F
161.2688533,2,SG,F
161.878852,157621,SG,F
169.3527324,25939,SG,F
164.1151264,0,SG,F
165.6840156,0,SG,F
156.6902,2,SG,F
165.6963393,9147,SG,F
160.936658,11246,SG,F
162.3873196,0,SG,F
165.2705236,2239574,SG,F
164.7705814,350,SG,F
164.5011665,1062317,SG,F
157.1734602,185,SG,F
164.5437453,10692443,SG,F
173.0780845,301,SG,F
164.8515042,403,SG,F
165.3321555,1753096,SG,F
163.5473482,3,SG,F
167.5022854,26111,SG,F
158.3950127,499860,SG,F
155.1290459,0,SG,F
155.2459179,96,SG,F
161.8862848,153,SG,F
164.3584944,1449,SG,F
155.7159699,0,SG,F
169.8152062,0,SG,F
170.2986155,311264,SG,F
159.1864398,8,SG,F
161.7051278,18227,SG,F
163.9193776,397,SG,F
164.6619049,18113,SG,F
164.6195798,0,SG,F
151.647256,14367,SG,F
154.9883693,1220367,SG,F
159.7396606,11467332,SG,F
162.1363436,29448,SG,F
164.5396008,1,SG,F
162.2722954,5,SG,F
157.3706026,4253183,SG,F
166.0993604,68,SG,F
167.2562071,0,SG,F
161.5560796,2,SG,F
165.2922207,1240,SG,F
160.8047978,547,SG,F
172.9027638,573217,SG,F
162.2231478,0,SG,F
158.3602842,1,SG,F
166.0433841,4594,SG,F
156.3008817,72298,SG,F
158.6113507,68495,SG,F
161.2718859,3969,SG,F
160.4157503,37,SG,F
159.2616722,1022085,SG,F
162.7898411,0,SG,F
160.5567768,206,SG,F
167.2783986,250069,SG,F
163.1295973,0,SG,F
163.9654588,22762,SG,F
150.5877483,0,SG,F
161.4981008,389540,SG,F
156.79457,0,SG,F
161.3706906,533796,SG,F
159.1709958,2886257,SG,F
167.5355739,226889,SG,F
172.545096,401144,SG,F
153.3264389,677940,SG,F
161.2600289,0,SG,F
160.4417399,20305305,SG,F
165.3645292,11798,SG,F
159.2290118,106,SG,F
165.2694981,899327,SG,F
164.651339,0,SG,F
164.7679671,160195,SG,F
159.2178261,653,SG,F
166.9331247,0,SG,F
163.3561937,40620,SG,F
169.9862709,0,SG,F
170.3952003,3411,SG,F
165.1759777,653,SG,F
169.1832479,0,SG,F
155.1885082,123879,SG,F
165.3153034,1102473,SG,F
156.038617,0,SG,F
167.7607444,251,SG,F
167.3560828,5130111,SG,F
161.4643292,98177,SG,F
165.4515084,1293,SG,F
159.3160682,4535,SG,F
164.0089449,47976,SG,F
167.2179315,0,SG,F
159.7594471,1854367,SG,F
161.5676015,892,SG,F
166.4604281,11,SG,F
159.9685871,207794,SG,F
162.4817829,197906,SG,F
167.9656575,14616,SG,F
167.1632234,141343,SG,F
162.8676278,283,SG,F
159.0638943,0,SG,F
164.4851179,3,SG,F
159.3692916,37769,SG,F
162.6813105,14735,SG,F
147.95006,0,SG,F
159.674822,5129,SG,F
159.1986641,397,SG,F
163.6831831,1,SG,F
153.8628306,2022,SG,F
172.558704,95416,SG,F
155.2536743,636018,SG,F
157.5599706,0,SG,F
161.998667,1486672,SG,F
174.4149123,607572,SG,F
157.7642927,1801,SG,F
166.7727926,0,SG,F
165.1164294,584956,SG,F
157.0336152,725903,SG,F
171.5743839,4765,SG,F
158.856736,2045,SG,F
166.0233756,0,SG,F
166.1675624,586,SG,F
164.0733551,19,SG,F
159.9197873,40,SG,F
172.0082986,324345,SG,F
166.1396396,515785,SG,F
157.1227896,0,SG,F
162.3961989,250325,SG,F
163.8736975,201857,SG,F
156.0201632,0,SG,F
169.9003689,574751,SG,F
159.4822123,956,SG,F
162.05591,94437,SG,F
162.6379921,17,SG,F
159.8452915,4,SG,F
158.0385968,10258,SG,F
159.9834722,11590,SG,F
159.6947764,59,SG,F
170.3923295,1,SG,F
155.6147045,67187,SG,F
164.2064908,0,SG,F
157.427701,9711216,SG,F
156.3732417,158,SG,F
165.4479915,0,SG,F
156.004025,0,SG,F
162.2215073,308700,SG,F
156.4770033,14188728,SG,F
158.6108448,127,SG,F
164.1712518,202664,SG,F
155.9400035,1820742,SG,F
164.0221266,9372,SG,F
161.5242619,0,SG,F
158.8481032,22833,SG,F
172.4594856,960342,SG,F
158.7642837,0,SG,F
163.7864793,2581789,SG,F
160.9864203,116746,SG,F
153.0133216,98,SG,F
159.1072545,17916,SG,F
167.0997117,92824,SG,F
167.1411898,39742,SG,F
163.0750373,0,SG,F
157.2407879,1582158,SG,F
169.6339343,957545,SG,F
161.2323704,2133520,SG,F
163.6389236,10,SG,F
167.3098008,584256,SG,F
159.793481,0,SG,F
164.7267816,7920632,SG,F
160.1685731,10847561,SG,F
162.3687346,2977,SG,F
166.1115314,1,SG,F
167.6091787,45449,SG,F
161.2927616,0,SG,F
156.2458736,7345,SG,F
162.2799699,1,SG,F
167.7149077,22857,SG,F
170.8514635,1575308,SG,F
163.8187575,3,SG,F
159.649306,5131,SG,F
154.6602003,1,SG,F
162.5349959,1987936,SG,F
169.6171452,143591,SG,F
168.1251268,590789,SG,F
157.8782785,2284329,SG,F
160.6924378,348,SG,F
162.5725721,3465,SG,F
159.9663328,8632,SG,F
166.3372745,1032036,SG,F
157.3768589,62380,SG,F
165.2286403,888,SG,F
165.6864938,0,SG,F
166.8994135,49778,SG,F
165.4390159,129043,SG,F
161.9222797,263152,SG,F
154.590408,30468,SG,F
162.807651,4794,SG,F
154.6972134,168,SG,F
161.3579121,0,SG,F
164.4045966,5208848,SG,F
163.4893505,8254748,SG,F
170.9578125,2527176,SG,F
161.1300947,0,SG,F
166.3909407,8139094,SG,F
157.9076201,1730749,SG,F
167.8514928,0,SG,F
163.2749348,265716,SG,F
154.8945199,0,SG,F
163.8506031,46639,SG,F
157.3017822,0,SG,F
158.4532242,14735,SG,F
164.8594952,3428910,SG,F
159.9522108,841703,SG,F
154.7461243,106409,SG,F
157.5162078,539076,SG,F
169.0594664,0,SG,F
156.3358665,188430,SG,F
159.3844952,0,SG,F
157.6269703,2236785,SG,F
166.6243489,4859598,SG,F
159.2495302,7599,SG,F
169.6394053,13,SG,F
163.181718,242,SG,F
161.4411593,10333511,SG,F
169.0588868,2470,SG,F
157.2362677,28141232,SG,F
162.8424154,1,SG,F
153.1807601,3999292,SG,F
158.7593119,9985236,SG,F
171.498305,35023,SG,F
165.6854207,0,SG,F
148.7949326,297,SG,F
157.975821,21560,SG,F
162.6519017,12993722,SG,F
167.1581457,3608541,SG,F
169.2423666,0,SG,F
170.1444544,129676,SG,F
168.622305,0,SG,F
167.164911,383,SG,F
156.8560957,9841,SG,F
162.4743887,210,SG,F
162.4380965,324973,SG,F
161.8841959,13,SG,F
163.8816522,0,SG,F
162.4682679,6687002,SG,F
161.7546744,0,SG,F
158.7762812,15625104,SG,F
155.1135645,462,SG,F
162.1002715,408576,SG,F
158.1997564,0,SG,F
158.6437326,784926,SG,F
172.2384417,173,SG,F
165.9992197,86,SG,F
160.8732155,0,SG,F
168.2432738,666,SG,F
178.8504238,916865,SG,F
153.2895169,504507,SG,F
168.260948,1266583,SG,F
162.5843772,3745281,SG,F
159.4352718,6958,SG,F
152.2540783,0,SG,F
157.5566007,39999,SG,F
165.1288203,0,SG,F
161.1778289,4,SG,F
156.1213797,463500,SG,F
170.4119067,1251435,SG,F
164.2880907,1043,SG,F
156.9664269,28,SG,F
160.178192,280009,SG,F
152.1538453,7504994,SG,F
161.4304023,6178,SG,F
158.804233,1094,SG,F
166.2431985,335533,SG,F
163.77512,11735,SG,F
157.6236524,0,SG,F
160.5780768,431284,SG,F
166.729159,9340205,SG,F
169.8508815,28542,SG,F
154.9717855,22,SG,F
160.6522074,4555,SG,F
158.730033,1237988,SG,F
163.3679957,2,SG,F
166.288114,156717,SG,F
158.1399384,22770,SG,F
154.5661145,5863959,SG,F
155.0964195,183402,SG,F
168.3266213,815,SG,F
161.2750653,0,SG,F
161.4266991,0,SG,F
165.6454114,73387,SG,F
162.3332043,529,SG,F
165.1989015,0,SG,F
160.3532925,3064587,SG,F
162.7855592,0,SG,F
157.8609856,5,SG,F
170.042436,0,SG,F
164.1199938,2,SG,F
149.1601344,16,SG,F
165.2026381,3178143,SG,F
159.564184,665281,SG,F
163.9846692,316102,SG,F
157.1294385,12,SG,F
157.6271607,1601023,SG,F
169.3732503,1,SG,F
164.8593941,0,SG,F
162.801844,93905,SG,F
152.6564329,10320,SG,F
162.8222092,23988,SG,F
167.3128474,55144,SG,F
168.4007204,54588,SG,F
164.7729549,6899064,SG,F
160.5902759,6711505,SG,F
165.9360518,16852572,SG,F
162.5844674,451,SG,F
166.3715988,57,SG,F
158.180168,179271,SG,F
162.6716972,183872,SG,F
166.5899737,607669,SG,F
164.2397903,0,SG,F
164.7033806,0,SG,F
165.2072315,443957,SG,F
148.8645085,237730,SG,F
165.5120793,1,SG,F
167.8102515,53208,SG,F
174.9073492,42,SG,F
159.5528709,373,SG,F
156.5995737,4452,SG,F
157.7318556,372209,SG,F
162.8348943,94427,SG,F
159.9422534,933713,SG,F
174.2074478,1319068,SG,F
162.8303246,107149,SG,F
171.2910411,12,SG,F
172.8037384,459578,SG,F
152.1265672,258541,SG,F
159.7459654,24404,SG,F
156.6455189,19793,SG,F
164.3056051,4095122,SG,F
161.6612529,791,SG,F
169.0481951,0,SG,F
160.695471,178111,SG,F
154.2906552,5673444,SG,F
169.1367443,26144,SG,F
168.1042416,9336,SG,F
166.292963,6996,SG,F
155.3578618,30,SG,F
169.6882463,13046623,SG,F
163.1037137,34009,SG,F
167.6836023,4793,SG,F
166.6663511,19,SG,F
162.5629433,1855954,SG,F
158.8877804,1,SG,F
165.5958809,706,SG,F
157.9869592,0,SG,F
158.4527963,7147,SG,F
158.0790193,4478783,SG,F
162.5409274,274992,SG,F
155.996649,129,SG,F
158.9235256,0,SG,F
166.9956832,372418,SG,F
163.5929756,335914,SG,F
172.3494322,16,SG,F
163.4164145,1179593,SG,F
161.8771902,801,SG,F
159.3061069,214514,SG,F
158.8111254,1506,SG,F
158.5282206,7251929,SG,F
156.9299654,523511,SG,F
163.7480298,0,SG,F
163.5099335,4,SG,F
159.7277969,0,SG,F
160.9643471,0,SG,F
164.5834125,59605,SG,F
164.9916646,27853,SG,F
168.0474783,2920889,SG,F
163.1368631,0,SG,F
156.8902038,7769896,SG,F
156.1157761,85048,SG,F
166.224208,0,SG,F
150.3002377,0,SG,F
170.1523609,59918,SG,F
166.8432105,0,SG,F
167.0271588,70796,SG,F
159.6446538,0,SG,F
163.2001578,19,SG,F
163.1142007,2385194,SG,F
162.6226958,10,SG,F
173.4420495,2703,SG,F
163.3290055,732,SG,F
169.7354744,208508,SG,F
162.9363876,0,SG,F
169.126199,12,SG,F
155.9216297,176846,SG,F
155.3210509,2180712,SG,F
160.1162776,0,SG,F
168.4097149,207120,SG,F
157.447131,0,SG,F
162.8047349,14062,SG,F
172.298628,16013092,SG,F
166.2384883,2727,SG,F
152.8011195,9856795,SG,F
149.8518176,23,SG,F
162.6522114,1178514,SG,F
156.327163,0,SG,F
170.4084179,1346499,SG,F
164.1722052,583,SG,F
161.7720692,4384387,SG,F
162.6627544,17584423,SG,F
158.7994647,1024,SG,F
158.2460483,1578540,SG,F
155.3574704,1477170,SG,F
155.9272704,32657,SG,F
163.2159569,15879,SG,F
158.6478795,52,SG,F
156.4804309,0,SG,F
162.5692863,22202,SG,F
159.847919,0,SG,F
162.2792958,1943927,SG,F
163.8531331,2573759,SG,F
165.3788487,642094,SG,F
157.5586212,932848,SG,F
163.3050662,279871,SG,F
160.1939196,15945,SG,F
167.7432028,1,SG,F
158.0360129,426,SG,F
152.0634558,8158247,SG,F
153.6447572,858212,SG,F
148.2153544,13482635,SG,F
158.53507,113,SG,F
162.4089977,11386,SG,F
157.61661,0,SG,F
167.3077715,73095,SG,F
161.3475023,14270,SG,F
167.1425243,0,SG,F
166.5915431,0,SG,F
159.7409978,0,SG,F
161.0585549,0,SG,F
163.8811221,6,SG,F
157.9110874,26931,SG,F
159.2575459,11518,SG,F
153.6466577,1719,SG,F
178.8576361,0,SG,F
161.2784572,3419272,SG,F
155.23834,8024354,SG,F
153.0648126,505,SG,F
170.7212524,351009,SG,F
162.9068369,0,SG,F
171.5330809,0,SG,F
159.4207164,696435,SG,F
164.1005179,1327,SG,F
168.0930641,4494,SG,F
164.1213287,17902723,SG,F
167.4916493,35979,SG,F
166.6670877,255,SG,F
162.2564652,0,SG,F
162.7493423,170809,SG,F
161.6517492,907,SG,F
159.1705812,14508,SG,F
165.7408731,1,SG,F
155.0163257,74,SG,F
166.6029985,397,SG,F
162.3517835,25425,SG,F
161.8919717,70,SG,F
161.9433757,0,SG,F
161.9713841,0,SG,F
156.0695108,23237,SG,F
162.8984208,28496,SG,F
158.8166949,1117481,SG,F
157.7101162,22863,SG,F
165.275267,78,SG,F
162.6572721,95,SG,F
164.3429707,16548,SG,F
157.2818862,1967079,SG,F
155.2066876,224403,SG,F
156.2855487,17880,SG,F
154.411394,177299,SG,F
159.1861422,29456134,SG,F
160.9555009,11042,SG,F
163.6473971,696,SG,F
158.4914474,856568,SG,F
167.9357474,487148,SG,F
166.4576332,0,SG,F
162.3980479,70,SG,F
161.9033401,609452,SG,F
157.502808,665338,SG,F
157.2884811,7,SG,F
154.8367307,2390159,SG,F
161.0724986,0,SG,F
167.8476765,6,SG,F
158.4380012,12,SG,F
161.870104,36,SG,F
158.7822618,778819,SG,F
165.9905748,0,SG,F
162.90297,2564,SG,F
168.8516297,0,SG,F
158.5871392,36958,SG,F
165.2481632,74,SG,F
161.6756306,8792012,SG,F
156.4696873,0,SG,F
165.3192181,22290698,SG,F
162.375371,7,SG,F
164.7607572,1659847,SG,F
158.691433,5702,SG,F
157.1310782,81,SG,F
159.1404103,277,SG,F
158.3351864,4562,SG,F
158.515915,1399,SG,F
159.017875,349427,SG,F
163.5840587,171855,SG,F
162.7496279,3037898,SG,F
161.6071699,1491049,SG,F
165.6687998,5479249,SG,F
153.1828069,12962596,SG,F
173.1637228,252935,SG,F
168.7347655,0,SG,F
167.0631692,948284,SG,F
154.7628264,335,SG,F
160.7417818,120,SG,F
160.451026,329891,SG,F
169.0411889,874361,SG,F
155.6474676,41,SG,F
165.9635685,515757,SG,F
154.802293,26783,SG,F
157.8531327,0,SG,F
167.256053,603,SG,F
170.3211585,6550,SG,F
156.9080302,9911303,SG,F
160.8385598,61,SG,F
162.3573486,110571,SG,F
165.2415859,32762,SG,F
151.9121628,229,SG,F
163.0830136,1865,SG,F
166.0403032,412171,SG,F
163.9226666,913930,SG,F
168.6970344,66065,SG,F
164.9696616,0,SG,F
163.9866795,576921,SG,F
165.3172319,730,SG,F
164.6430388,1302,SG,F
156.3671657,10080,SG,F
156.0729435,19,SG,F
162.1260038,273,SG,F
163.999445,665,SG,F
158.2994823,1396733,SG,F
168.3846937,513879,SG,F
166.1489431,0,SG,F
168.3130715,576909,SG,F
160.234582,12,SG,F
162.7398088,0,SG,F
164.2597889,0,SG,F
159.4707708,0,SG,F
164.2877936,157706,SG,F
172.0289973,0,SG,F
174.6011918,502734,SG,F
161.3124771,78956,SG,F
167.7405068,0,SG,F
151.712518,3542818,SG,F
159.770282,2137539,SG,F
151.743713,53,SG,F
158.7851305,0,SG,F
162.4539718,1448889,SG,F
156.3496219,0,SG,F
167.8306894,2523,SG,F
159.1422,1,SG,F
158.22694,9,SG,F
169.434469,589033,SG,F
162.8038528,0,SG,F
168.9631762,0,SG,F
164.1828056,142555,SG,F
160.2402171,330526,SG,F
162.8234485,63,SG,F
155.4010887,0,SG,F
157.2719494,0,SG,F
171.39383,276,SG,F
156.5276764,15941,SG,F
162.91372,1672,SG,F
166.7985091,0,SG,F
168.1886245,164,SG,F
156.2008043,0,SG,F
158.8936106,0,SG,F
165.7381424,2948613,SG,F
160.2298757,1380469,SG,F
157.2082097,2712465,SG,F
165.236421,66,SG,F
160.3220133,8054,SG,F
167.5663208,53550,SG,F
173.755315,2,SG,F
165.4271769,2594300,SG,F
161.6650865,5,SG,F
164.7363092,3,SG,F
161.5653857,0,SG,F
170.2683364,1026755,SG,F
160.1450635,21,SG,F
164.114839,37973,SG,F
166.8800962,6601780,SG,F
150.1804134,189664,SG,F
154.5373852,359740,SG,F
165.2814087,163,SG,F
168.0967457,308476,SG,F
159.6801631,16270174,SG,F
155.1924653,406619,SG,F
162.6814135,0,SG,F
157.4298025,219,SG,F
166.3983672,6189,SG,F
158.6413309,4791,SG,F
160.4799033,46897,SG,F
161.9232604,29029,SG,F
162.0266627,6527798,SG,F
159.626434,15133702,SG,F
157.045819,119824,SG,F
161.5012623,0,SG,F
162.8271405,0,SG,F
164.8856615,5,SG,F
159.3663942,0,SG,F
157.2599719,8000,SG,F
158.3019424,12171,SG,F
173.9452864,14361,SG,F
159.1227374,127992,SG,F
152.5232545,9,SG,F
162.5710304,625738,SG,F
157.4537483,0,SG,F
164.7681169,259418,SG,F
158.5020964,39952,SG,F
161.383549,133851,SG,F
151.2944629,499211,SG,F
160.4537898,10908,SG,F
169.1013217,362172,SG,F
164.4438113,39,SG,F
163.7382757,1423848,SG,F
163.8521253,41255,SG,F
165.3789042,91,SG,F
168.8091665,0,SG,F
168.4702322,439,SG,F
163.1898247,316992,SG,F
160.5648219,0,SG,F
164.2706232,72411,SG,F
165.0407025,1262296,SG,F
164.6108931,1222,SG,F
164.09791,60384,SG,F
165.5715499,7,SG,F
154.6829667,12,SG,F
173.6192707,0,SG,F
168.3696203,0,SG,F
155.6506504,6488509,SG,F
167.5759662,0,SG,F
165.9887413,164,SG,F
164.7471602,15173,SG,F
163.2148176,5,SG,F
169.2863548,0,SG,F
151.9754183,176,SG,F
155.2366625,267082,SG,F
158.1921551,0,SG,F
157.0289667,74887,SG,F
169.8001865,0,SG,F
168.9415226,15221,SG,F
153.3000302,2,SG,F
154.4447727,0,SG,F
160.5637736,30,SG,F
155.9008555,6,SG,F
151.9673232,39890,SG,F
171.9832426,461,SG,F
159.779201,17101781,SG,F
175.5360669,813,SG,F
165.2685916,0,SG,F
162.3037269,4699897,SG,F
155.9906724,28189,SG,F
160.6638974,16012,SG,F
156.5033617,1809,SG,F
161.6918287,0,SG,F
159.4363926,526,SG,F
167.2966248,407262,SG,F
160.4278297,1776,SG,F
148.2412596,1,SG,F
166.3865205,1119090,SG,F
168.8898616,824763,SG,F
161.5353036,103912,SG,F
161.5740276,73528,SG,F
158.8696139,249,SG,F
160.0297266,0,SG,F
158.0881077,318854,SG,F
154.9869925,327290,SG,F
170.7255236,3905,SG,F
157.0820225,13,SG,F
153.6535024,160314,SG,F
154.9195682,0,SG,F
167.0746986,0,SG,F
171.1935359,121,SG,F
153.3541629,0,SG,F
154.9941392,20952,SG,F
162.8320843,5,SG,F
154.5155376,94867,SG,F
169.6829816,121270,SG,F
161.5415598,0,SG,F
161.9049,758744,SG,F
157.774599,353,SG,F
158.2188898,9428,SG,F
152.8791885,11118,SG,F
158.2737646,607630,SG,F
168.152974,1816718,SG,F
164.3071965,80269,SG,F
158.519437,0,SG,F
165.2632447,172294,SG,F
165.7837307,1126416,SG,F
158.4396991,896,SG,F
154.8892591,0,SG,F
162.0626592,175,SG,F
167.8581716,351661,SG,F
167.9900971,55022,SG,F
171.2389173,55531,SG,F
152.6172301,5484,SG,F
160.9765307,8839,SG,F
160.0736219,5464317,SG,F
173.7349131,12165,SG,F
162.1551873,0,SG,F
162.0337008,2835,SG,F
156.1376906,0,SG,F
162.9489394,0,SG,F
162.236631,0,SG,F
160.7436164,16200,SG,F
155.4977007,969,SG,F
158.3483789,19,SG,F
158.3042631,8213,SG,F
164.8166295,1803095,SG,F
154.246782,2717,SG,F
157.2313605,48,SG,F
161.9676097,16598,SG,F
160.3866061,6090,SG,F
160.0101067,0,SG,F
152.1562544,0,SG,F
157.4362983,16,SG,F
165.7308979,286657,SG,F
164.7512923,44,SG,F
165.5730513,0,SG,F
157.7794542,0,SG,F
167.6162494,90,SG,F
162.2110329,408,SG,F
172.1364255,2218,SG,F
168.0459884,4318561,SG,F
169.5816999,50761,SG,F
163.6149293,2,SG,F
157.07365,9486235,SG,F
166.8440159,119748,SG,F
159.6740504,66125,SG,F
171.0299616,259229,SG,F
165.0456095,15270,SG,F
174.8141849,14889,SG,F
162.0453594,13655308,SG,F
148.96136,1699544,SG,F
165.3461721,10584446,SG,F
166.1301568,24116,SG,F
162.8068525,0,SG,F
158.6453504,21464606,SG,F
170.9734597,5,SG,F
169.156935,0,SG,F
167.4677581,11381,SG,F
159.8780949,0,SG,F
164.6041707,1061336,SG,F
169.2007232,1,SG,F
172.1654102,1,SG,F
175.2491102,840126,SG,F
162.2285926,0,SG,F
156.1631671,41549,SG,F
167.5026313,78,SG,F
159.9125276,62,SG,F
153.0788473,2139358,SG,F
164.8123492,0,SG,F
171.0291155,429096,SG,F
165.3320688,2957499,SG,F
154.3259032,0,SG,F
170.5861344,0,SG,F
162.9856417,1387,SG,F
152.5557041,60,SG,F
164.7481778,1598209,SG,F
155.0982888,7,SG,F
157.8400128,269,SG,F
158.9116407,0,SG,F
164.4925949,0,SG,F
163.4328177,2626,SG,F
158.0072683,6242,SG,F
170.070202,0,SG,F
159.3260654,157,SG,F
166.3537292,887,SG,F
164.0919073,467,SG,F
168.3235915,164215,SG,F
152.743072,0,SG,F
170.1316673,387700,SG,F
160.0239721,556323,SG,F
152.7358951,475825,SG,F
166.7736709,956209,SG,F
164.1172873,709637,SG,F
163.4730004,6,SG,F
158.7444259,0,SG,F
162.8251908,3204239,SG,F
157.6722177,42075,SG,F
158.6665564,13179930,SG,F
156.5607235,36925,SG,F
168.7681251,1007941,SG,F
164.2997944,12998381,SG,F
163.1001177,0,SG,F
156.7995572,266044,SG,F
157.6619501,38524,SG,F
165.4603732,66,SG,F
166.4276049,78634,SG,F
169.4927143,0,SG,F
170.7011217,170,SG,F
159.0201195,0,SG,F
145.4295266,2513506,SG,F
166.2666871,4,SG,F
156.9885407,7,SG,F
179.0915967,3027,SG,F
163.657966,3730273,SG,F
159.8435597,0,SG,F
160.6779112,629833,SG,F
155.8381192,31849,SG,F
161.9852322,2477,SG,F
163.0954059,0,SG,F
162.7478038,1843871,SG,F
160.8272878,2728149,SG,F
169.9153139,11910003,SG,F
162.9389728,3994,SG,F
169.4938028,0,SG,F
157.8844159,0,SG,F
158.3074804,3,SG,F
155.2308631,25,SG,F
165.4396432,13895,SG,F
162.257385,491172,SG,F
159.8730685,853588,SG,F
171.4118727,102,SG,F
172.6328934,0,SG,F
156.6014626,88,SG,F
169.1492464,3,SG,F
161.6506722,257217,SG,F
163.788188,126709,SG,F
148.1462693,0,SG,F
161.3831765,1453,SG,F
166.5832805,33725,SG,F
170.7971697,0,SG,F
156.6523797,4,SG,F
164.9250866,2,SG,F
160.3731323,28,SG,F
165.6299602,1100680,SG,F
164.5760265,548297,SG,F
163.9240115,921,SG,F
155.8354524,18905,SG,F
157.3305879,761936,SG,F
155.2294158,795398,SG,F
171.8413048,617606,SG,F
158.7200685,0,SG,F
157.0939047,21709,SG,F
172.0582033,6,SG,F
169.3416364,328,SG,F
165.3344251,1193,SG,F
163.5149099,4061841,SG,F
166.1416078,5712,SG,F
155.8693865,0,SG,F
157.9271278,554,SG,F
147.9563504,281,SG,F
157.4108935,430,SG,F
158.6021245,0,SG,F
158.671568,158403,SG,F
168.2634029,60,SG,F
164.8832575,7516,SG,F
160.3597429,0,SG,F
162.7904643,33705,SG,F
175.9579228,0,SG,F
162.9530416,0,SG,F
158.5971761,229056,SG,F
