gender,age,class,survived,ticket_pound,ticket_shilling,ticket_penny
Male,52,Crew,TRUE,NA,NA,NA
Male,24,Crew,TRUE,NA,NA,NA
Female,48,1st,TRUE,31,13,8
Female,22,3rd,FALSE,7,15,0
Female,42,Crew,TRUE,110,17,8
Male,25,Crew,FALSE,NA,NA,NA
Male,28,3rd,FALSE,7,15,0
Male,48,3rd,FALSE,6,19,0
Male,36,1st,TRUE,26,5,9
Male,46,Crew,TRUE,NA,NA,NA
Male,19,3rd,FALSE,7,17,7
Male,21,Crew,TRUE,NA,NA,NA
Male,20,3rd,FALSE,7,15,0
Male,32,3rd,TRUE,56,9,11
Female,20,3rd,FALSE,34,7,6
Female,7,3rd,FALSE,34,7,6
Male,23,3rd,FALSE,8,1,0
Male,18,3rd,FALSE,34,7,6
Male,33,Crew,FALSE,NA,NA,NA
Male,44,Crew,FALSE,NA,NA,NA
Male,22,Crew,FALSE,NA,NA,NA
Male,33,Crew,FALSE,NA,NA,NA
Male,14,3rd,FALSE,34,7,6
Female,54,3rd,FALSE,34,7,6
Male,30,1st,FALSE,27,15,0
Female,24,1st,TRUE,263,0,0
Female,28,1st,TRUE,263,0,0
Female,23,1st,TRUE,263,0,0
Male,19,1st,FALSE,263,0,0
Male,64,1st,FALSE,263,0,0
Female,60,1st,TRUE,263,0,0
Male,27,Crew,TRUE,NA,NA,NA
Male,37,Crew,FALSE,NA,NA,NA
Male,28,3rd,FALSE,7,15,0
Male,38,2nd,FALSE,13,0,0
Male,27,Crew,FALSE,NA,NA,NA
Female,31,Crew,TRUE,56,18,7
Male,28,Crew,FALSE,NA,NA,NA
Male,37,1st,FALSE,26,11,0
Male,30,Crew,FALSE,NA,NA,NA
Male,30,Crew,FALSE,NA,NA,NA
Male,49,1st,TRUE,133,13,0
Male,43,1st,TRUE,27,14,5
Female,42,1st,TRUE,133,13,0
Male,21,Crew,TRUE,NA,NA,NA
Male,45,Crew,FALSE,NA,NA,NA
Male,60,1st,TRUE,79,4,0
Female,48,1st,TRUE,79,4,0
Female,22,1st,TRUE,49,10,0
Male,38,2nd,FALSE,0,0,0
Male,39,Crew,FALSE,0,0,0
Male,29,Crew,TRUE,NA,NA,NA
Female,38,2nd,FALSE,13,0,0
Male,37,1st,FALSE,53,2,0
Female,35,1st,TRUE,53,2,0
Male,36,2nd,FALSE,26,0,0
Male,37,2nd,FALSE,21,0,0
Male,33,2nd,FALSE,21,0,0
Male,29,3rd,FALSE,7,14,10
Male,21,3rd,FALSE,14,10,0
Female,39,2nd,TRUE,13,0,0
Male,19,2nd,FALSE,26,0,0
Male,37,Crew,FALSE,NA,NA,NA
Male,26,2nd,FALSE,10,10,0
Male,32,Crew,FALSE,NA,NA,NA
Male,47,1st,FALSE,38,10,0
Male,26,Crew,FALSE,NA,NA,NA
Male,NA,3rd,FALSE,7,17,11
Male,36,Crew,TRUE,NA,NA,NA
Female,22,1st,TRUE,59,8,0
Female,45,1st,TRUE,59,8,0
Female,35,Crew,TRUE,211,10,0
Male,23,Crew,FALSE,79,4,0
Male,31,Crew,FALSE,NA,NA,NA
Male,46,2nd,FALSE,10,10,0
Male,18,2nd,FALSE,11,10,0
Male,20,2nd,FALSE,11,10,0
Male,32,Crew,FALSE,NA,NA,NA
Male,24,2nd,FALSE,13,10,0
Male,23,3rd,FALSE,8,1,0
Male,24,2nd,FALSE,13,0,0
Male,38,Crew,FALSE,NA,NA,NA
Male,38,Crew,FALSE,NA,NA,NA
Male,31,2nd,FALSE,13,0,0
Female,17,3rd,TRUE,7,14,8
Male,27,2nd,FALSE,13,0,0
Female,18,3rd,TRUE,7,15,0
Male,38,Crew,TRUE,NA,NA,NA
Male,36,Crew,FALSE,NA,NA,NA
Female,45,Crew,TRUE,NA,NA,NA
Male,47,1st,TRUE,89,2,1
Female,46,1st,TRUE,89,2,1
Male,35,Crew,FALSE,NA,NA,NA
Male,71,1st,FALSE,34,13,1
Male,9,3rd,TRUE,20,10,6
Male,33,3rd,FALSE,20,10,6
Male,41,3rd,FALSE,7,17,0
Female,31,3rd,TRUE,20,10,6
Male,30,Crew,FALSE,NA,NA,NA
Male,10,3rd,FALSE,46,18,0
Male,1,3rd,FALSE,46,18,0
Male,13,3rd,FALSE,46,18,0
Female,12,3rd,FALSE,46,18,0
Female,16,3rd,FALSE,46,18,0
Male,14,3rd,FALSE,46,18,0
Male,42,3rd,FALSE,46,18,0
Female,43,3rd,FALSE,46,18,0
Male,29,Crew,FALSE,NA,NA,NA
Male,40,Crew,FALSE,NA,NA,NA
Male,40,Crew,FALSE,NA,NA,NA
Male,22,Crew,FALSE,NA,NA,NA
Male,25,Crew,FALSE,NA,NA,NA
Male,53,1st,TRUE,28,10,0
Male,22,Crew,FALSE,NA,NA,NA
Female,19,1st,TRUE,153,9,3
Male,38,1st,FALSE,30,0,0
Male,28,Crew,TRUE,NA,NA,NA
Female,58,1st,TRUE,153,9,3
Male,41,3rd,FALSE,8,1,0
Male,20,Crew,FALSE,NA,NA,NA
Male,51,2nd,FALSE,13,0,0
Male,23,1st,TRUE,63,7,2
Female,45,1st,TRUE,63,7,2
Male,43,Crew,FALSE,NA,NA,NA
Female,45,Crew,TRUE,NA,NA,NA
Male,32,3rd,FALSE,8,6,15
Male,24,Crew,FALSE,NA,NA,NA
Male,24,3rd,FALSE,8,1,0
Male,46,1st,FALSE,79,4,0
Male,24,Crew,FALSE,NA,NA,NA
Male,30,Crew,FALSE,NA,NA,NA
Male,19,3rd,FALSE,9,16,11
Male,37,3rd,FALSE,7,18,6
Male,28,3rd,FALSE,7,18,6
Male,19,3rd,FALSE,7,15,6
Male,29,Crew,TRUE,NA,NA,NA
Male,37,Crew,FALSE,NA,NA,NA
Female,24,3rd,FALSE,8,17,0
Male,35,Crew,TRUE,NA,NA,NA
Male,28,3rd,FALSE,6,19,4
Male,19,3rd,FALSE,6,19,4
Male,31,Crew,TRUE,NA,NA,NA
Male,28,3rd,FALSE,15,17,0
Female,24,3rd,TRUE,15,17,0
Male,31,2nd,FALSE,13,0,0
Male,27,Crew,TRUE,NA,NA,NA
Male,40,Crew,FALSE,NA,NA,NA
Male,32,Crew,FALSE,NA,NA,NA
Male,23,Crew,FALSE,NA,NA,NA
Male,1,2nd,TRUE,14,10,0
Female,23,2nd,TRUE,14,10,0
Male,47,Crew,FALSE,NA,NA,NA
Male,25,Crew,FALSE,NA,NA,NA
Male,19,3rd,FALSE,9,10,0
Male,54,Crew,FALSE,NA,NA,NA
Male,35,3rd,FALSE,7,4,7
Male,27,3rd,TRUE,7,4,7
Male,30,Crew,FALSE,NA,NA,NA
Male,41,3rd,FALSE,14,2,2
Male,20,3rd,FALSE,7,17,1
Male,25,3rd,FALSE,7,17,1
Female,45,3rd,TRUE,14,2,2
Male,45,2nd,FALSE,13,0,0
Male,25,1st,TRUE,55,8,10
Male,39,Crew,TRUE,NA,NA,NA
Female,21,1st,TRUE,55,8,10
Male,21,Crew,FALSE,NA,NA,NA
Male,21,Crew,TRUE,NA,NA,NA
Male,40,Crew,TRUE,NA,NA,NA
Female,17,3rd,FALSE,7,14,8
Female,21,3rd,FALSE,7,11,0
Female,6,2nd,TRUE,33,0,0
Male,48,1st,TRUE,76,14,7
Female,49,1st,TRUE,76,14,7
Male,39,2nd,FALSE,33,0,0
Male,37,Crew,FALSE,42,8,0
Male,24,Crew,FALSE,NA,NA,NA
Male,19,Crew,FALSE,NA,NA,NA
Male,17,Crew,FALSE,NA,NA,NA
Male,29,Crew,FALSE,NA,NA,NA
Male,17,Crew,FALSE,NA,NA,NA
Male,39,Crew,TRUE,NA,NA,NA
Male,62,2nd,TRUE,10,10,0
Male,45,1st,FALSE,83,9,6
Male,45,2nd,FALSE,10,10,0
Female,35,1st,TRUE,83,9,6
Male,40,Crew,TRUE,NA,NA,NA
Male,38,Crew,FALSE,NA,NA,NA
Male,45,Crew,FALSE,0,0,0
Female,7,2nd,TRUE,26,5,0
Male,47,2nd,FALSE,26,5,0
Male,29,3rd,FALSE,6,17,2
Male,54,Crew,FALSE,NA,NA,NA
Male,31,Crew,TRUE,NA,NA,NA
Female,48,2nd,TRUE,26,5,0
Male,33,Crew,FALSE,0,0,0
Male,21,Crew,TRUE,NA,NA,NA
Male,34,Crew,FALSE,NA,NA,NA
Male,27,Crew,TRUE,76,14,7
Male,21,Crew,FALSE,NA,NA,NA
Male,52,Crew,FALSE,NA,NA,NA
Male,43,Crew,FALSE,NA,NA,NA
Male,45,1st,TRUE,30,0,0
Female,24,1st,TRUE,83,3,2
Male,55,1st,FALSE,93,10,0
Female,52,1st,TRUE,93,10,0
Male,44,Crew,FALSE,NA,NA,NA
Male,24,Crew,FALSE,NA,NA,NA
Male,42,1st,FALSE,42,10,0
Female,33,3rd,TRUE,7,15,0
Male,22,Crew,TRUE,NA,NA,NA
Male,27,3rd,TRUE,6,19,6
Male,24,3rd,TRUE,56,9,11
Female,20,3rd,FALSE,6,15,0
Female,16,3rd,TRUE,7,18,6
Male,30,Crew,FALSE,NA,NA,NA
Female,23,3rd,FALSE,7,18,6
Female,22,3rd,TRUE,8,19,3
Male,43,Crew,TRUE,NA,NA,NA
Male,30,3rd,FALSE,7,17,11
Male,28,Crew,TRUE,NA,NA,NA
Male,39,Crew,FALSE,NA,NA,NA
Female,28,3rd,FALSE,7,15,6
Female,22,3rd,FALSE,7,15,0
Male,26,Crew,FALSE,NA,NA,NA
Female,24,2nd,TRUE,65,0,0
Female,24,2nd,TRUE,65,0,0
Male,50,2nd,FALSE,65,0,0
Female,50,2nd,TRUE,65,0,0
Male,33,Crew,FALSE,NA,NA,NA
Male,51,Crew,FALSE,NA,NA,NA
Male,37,Crew,FALSE,NA,NA,NA
Female,56,2nd,TRUE,16,0,0
Male,29,Crew,TRUE,NA,NA,NA
Male,24,2nd,FALSE,73,10,0
Male,30,2nd,FALSE,73,10,0
Male,21,2nd,FALSE,73,10,0
Male,37,Crew,FALSE,NA,NA,NA
Male,25,Crew,FALSE,NA,NA,NA
Male,43,Crew,FALSE,NA,NA,NA
Male,44,1st,FALSE,51,17,3
Female,18,2nd,FALSE,13,0,0
Male,40,Crew,FALSE,NA,NA,NA
Male,36,Crew,FALSE,NA,NA,NA
Male,30,Crew,FALSE,NA,NA,NA
Male,55,1st,FALSE,50,0,0
Female,17,1st,TRUE,57,19,7
Female,44,1st,TRUE,57,19,7
Female,2,3rd,TRUE,12,5,9
Female,22,3rd,TRUE,12,5,9
Male,25,Crew,FALSE,NA,NA,NA
Male,18,Crew,FALSE,NA,NA,NA
Female,20,2nd,TRUE,23,0,0
Male,23,2nd,FALSE,11,10,0
Male,36,2nd,FALSE,13,0,0
Female,54,2nd,TRUE,23,0,0
Male,29,Crew,FALSE,NA,NA,NA
Male,50,2nd,FALSE,13,0,0
Male,26,Crew,FALSE,NA,NA,NA
Male,46,Crew,FALSE,NA,NA,NA
Male,19,Crew,FALSE,NA,NA,NA
Female,51,1st,TRUE,77,19,2
Male,43,Crew,FALSE,NA,NA,NA
Male,29,Crew,TRUE,NA,NA,NA
Male,22,Crew,FALSE,NA,NA,NA
Male,44,2nd,FALSE,26,0,0
Female,29,2nd,TRUE,26,0,0
Male,28,Crew,FALSE,NA,NA,NA
Male,24,Crew,FALSE,NA,NA,NA
Male,43,3rd,FALSE,6,9,0
Male,29,Crew,FALSE,NA,NA,NA
Male,18,3rd,FALSE,22,10,6
Male,42,1st,FALSE,52,0,0
Female,35,1st,TRUE,52,0,0
Male,40,1st,TRUE,26,11,0
Female,28,3rd,TRUE,7,18,6
Male,21,2nd,FALSE,73,10,0
Male,29,Crew,FALSE,NA,NA,NA
Male,14,Crew,FALSE,NA,NA,NA
Male,43,Crew,TRUE,NA,NA,NA
Male,22,3rd,FALSE,7,15,0
Male,33,Crew,TRUE,NA,NA,NA
Male,22,Crew,FALSE,NA,NA,NA
Male,36,Crew,FALSE,NA,NA,NA
Male,41,2nd,TRUE,13,0,0
Male,38,Crew,FALSE,NA,NA,NA
Female,26,3rd,TRUE,8,1,0
Male,63,2nd,FALSE,26,0,0
Female,61,2nd,FALSE,26,0,0
Male,31,Crew,FALSE,NA,NA,NA
Male,38,1st,TRUE,100,0,0
Male,43,1st,FALSE,30,13,11
Female,33,1st,TRUE,100,0,0
Male,34,Crew,FALSE,NA,NA,NA
Male,42,3rd,FALSE,7,13,0
Male,17,Crew,FALSE,NA,NA,NA
Male,21,Crew,FALSE,0,0,0
Male,31,Crew,FALSE,NA,NA,NA
Male,52,Crew,TRUE,NA,NA,NA
Male,23,Crew,TRUE,NA,NA,NA
Male,34,2nd,FALSE,12,5,6
Male,27,Crew,FALSE,NA,NA,NA
Male,40,Crew,FALSE,NA,NA,NA
Male,23,Crew,TRUE,NA,NA,NA
Male,31,Crew,FALSE,NA,NA,NA
Male,28,Crew,FALSE,NA,NA,NA
Male,19,Crew,TRUE,NA,NA,NA
Male,31,3rd,TRUE,7,17,9
Male,33,3rd,FALSE,14,9,2
Male,11,3rd,FALSE,18,15,9
Female,18,3rd,TRUE,7,4,7
Female,39,Crew,TRUE,80,0,0
Male,31,Crew,FALSE,NA,NA,NA
Female,17,2nd,TRUE,10,10,0
Male,32,3rd,FALSE,7,17,11
Female,17,3rd,FALSE,7,18,6
Female,25,3rd,FALSE,7,18,6
Male,19,Crew,FALSE,NA,NA,NA
Male,21,Crew,FALSE,NA,NA,NA
Male,20,Crew,FALSE,NA,NA,NA
Male,31,Crew,FALSE,NA,NA,NA
Female,50,1st,FALSE,28,14,3
Male,49,1st,TRUE,0,0,0
Male,20,3rd,FALSE,7,17,11
Female,16,3rd,FALSE,14,9,1
Female,19,3rd,FALSE,14,9,1
Male,30,Crew,FALSE,NA,NA,NA
Male,22,Crew,FALSE,NA,NA,NA
Female,63,3rd,FALSE,8,2,3
Male,42,2nd,FALSE,27,0,0
Female,24,2nd,TRUE,27,0,0
Male,59,Crew,FALSE,NA,NA,NA
Male,38,Crew,FALSE,NA,NA,NA
Male,30,3rd,TRUE,7,17,11
Male,27,Crew,FALSE,NA,NA,NA
Male,35,Crew,FALSE,NA,NA,NA
Male,29,Crew,FALSE,NA,NA,NA
Male,21,3rd,TRUE,7,15,11
Male,21,3rd,FALSE,7,1,0
Male,46,2nd,FALSE,15,0,0
Male,28,Crew,FALSE,NA,NA,NA
Male,24,2nd,FALSE,31,10,0
Male,21,2nd,FALSE,31,10,0
Male,32,2nd,FALSE,10,10,0
Male,55,Crew,FALSE,NA,NA,NA
Male,24,Crew,FALSE,NA,NA,NA
Male,20,3rd,FALSE,7,17,1
Male,48,3rd,FALSE,7,1,1
Male,16,3rd,FALSE,7,17,1
Female,26,3rd,TRUE,7,15,0
Female,23,2nd,TRUE,13,15,10
Female,24,Crew,TRUE,NA,NA,NA
Male,23,Crew,TRUE,NA,NA,NA
Male,39,Crew,FALSE,NA,NA,NA
Male,29,3rd,TRUE,8,2,3
Male,34,3rd,FALSE,6,9,11
Male,22,3rd,FALSE,7,15,11
Male,33,3rd,FALSE,8,13,1
Male,31,3rd,FALSE,7,15,6
Male,30,3rd,FALSE,7,17,1
Male,32,3rd,TRUE,7,15,6
Male,4,3rd,TRUE,11,2,8
Female,1,3rd,TRUE,11,2,8
Male,49,3rd,FALSE,0,0,0
Male,33,3rd,FALSE,7,15,6
Male,19,3rd,FALSE,0,0,0
Female,27,3rd,TRUE,11,2,8
Male,8,3rd,FALSE,23,9,0
Female,7,3rd,FALSE,23,9,0
Male,35,3rd,FALSE,23,9,0
Female,36,3rd,FALSE,23,9,0
Male,52,Crew,TRUE,NA,NA,NA
Male,17,Crew,FALSE,NA,NA,NA
Male,37,Crew,FALSE,NA,NA,NA
Male,46,1st,FALSE,26,0,0
Male,36,Crew,FALSE,NA,NA,NA
Male,34,Crew,TRUE,NA,NA,NA
Male,20,Crew,FALSE,NA,NA,NA
Male,25,3rd,TRUE,7,17,1
Male,27,3rd,FALSE,7,17,1
Male,24,Crew,FALSE,NA,NA,NA
Male,33,Crew,TRUE,NA,NA,NA
Male,31,Crew,TRUE,NA,NA,NA
Male,38,Crew,FALSE,NA,NA,NA
Male,50,1st,FALSE,26,0,0
Male,30,Crew,FALSE,NA,NA,NA
Female,20,3rd,FALSE,9,16,10
Female,21,3rd,FALSE,9,16,10
Male,32,3rd,TRUE,7,18,6
Male,17,3rd,FALSE,7,2,6
Male,21,3rd,FALSE,8,8,8
Male,34,2nd,FALSE,26,0,0
Female,24,2nd,TRUE,26,0,0
Male,30,3rd,FALSE,7,17,11
Male,21,3rd,TRUE,7,15,11
Male,33,3rd,FALSE,7,17,1
Male,22,3rd,FALSE,7,10,5
Female,22,2nd,FALSE,21,0,0
Female,5,3rd,TRUE,13,8,4
Male,39,3rd,TRUE,13,8,4
Male,40,Crew,TRUE,NA,NA,NA
Male,19,3rd,FALSE,7,4,7
Female,46,2nd,TRUE,12,7,0
Male,23,3rd,FALSE,7,15,0
Male,35,2nd,FALSE,12,7,0
Male,44,Crew,FALSE,NA,NA,NA
Male,25,Crew,FALSE,NA,NA,NA
Male,38,Crew,FALSE,NA,NA,NA
Male,30,Crew,TRUE,NA,NA,NA
Male,33,Crew,FALSE,211,10,0
Male,19,Crew,FALSE,NA,NA,NA
Female,20,3rd,TRUE,7,15,0
Female,22,3rd,TRUE,7,15,0
Male,19,3rd,FALSE,8,1,0
Male,44,3rd,FALSE,7,16,7
Male,44,Crew,FALSE,NA,NA,NA
Male,23,Crew,FALSE,NA,NA,NA
Female,49,2nd,TRUE,13,10,0
Male,22,Crew,TRUE,NA,NA,NA
Male,43,Crew,FALSE,NA,NA,NA
Male,24,3rd,TRUE,7,15,0
Male,30,Crew,FALSE,NA,NA,NA
Male,58,1st,FALSE,29,14,0
Male,41,1st,FALSE,51,17,3
Female,40,1st,TRUE,51,17,3
Male,44,Crew,FALSE,NA,NA,NA
Male,28,Crew,FALSE,NA,NA,NA
Male,26,Crew,FALSE,NA,NA,NA
Male,36,Crew,FALSE,NA,NA,NA
Male,27,3rd,FALSE,7,4,6
Male,25,3rd,FALSE,14,9,1
Female,20,3rd,FALSE,14,9,1
Male,34,Crew,FALSE,NA,NA,NA
Male,35,Crew,FALSE,NA,NA,NA
Male,26,3rd,FALSE,7,15,0
Male,22,3rd,FALSE,7,15,0
Male,21,3rd,FALSE,7,14,9
Male,42,1st,TRUE,52,11,1
Female,45,1st,TRUE,52,11,1
Male,36,Crew,FALSE,NA,NA,NA
Male,18,Crew,FALSE,NA,NA,NA
Male,28,Crew,FALSE,NA,NA,NA
Male,42,Crew,FALSE,NA,NA,NA
Male,48,Crew,FALSE,NA,NA,NA
Female,4,3rd,TRUE,22,0,6
Female,26,3rd,TRUE,22,0,6
Female,23,3rd,FALSE,8,13,3
Male,29,3rd,TRUE,22,0,6
Male,26,3rd,FALSE,8,13,3
Male,30,Crew,FALSE,NA,NA,NA
Male,35,Crew,FALSE,NA,NA,NA
Male,43,Crew,FALSE,NA,NA,NA
Male,71,2nd,FALSE,12,7,0
Male,31,Crew,FALSE,NA,NA,NA
Male,41,1st,FALSE,26,11,0
Female,1,3rd,FALSE,12,3,8
Male,18,3rd,FALSE,7,17,1
Female,36,3rd,FALSE,12,3,8
Male,34,Crew,FALSE,NA,NA,NA
Male,46,Crew,TRUE,NA,NA,NA
Male,21,Crew,FALSE,NA,NA,NA
Male,42,2nd,FALSE,0,0,0
Male,44,Crew,TRUE,NA,NA,NA
Male,36,3rd,FALSE,7,17,11
Male,24,3rd,FALSE,7,17,11
Male,NA,3rd,FALSE,7,17,11
Male,25,3rd,TRUE,7,4,7
Female,29,Crew,TRUE,211,6,9
Male,23,Crew,FALSE,0,0,0
Male,27,3rd,FALSE,7,11,0
Male,31,2nd,FALSE,10,10,0
Male,19,Crew,FALSE,NA,NA,NA
Male,35,3rd,FALSE,7,4,6
Female,34,2nd,FALSE,26,0,0
Male,35,2nd,FALSE,26,0,0
Male,41,Crew,FALSE,NA,NA,NA
Female,38,3rd,FALSE,9,11,9
Male,46,Crew,FALSE,NA,NA,NA
Male,38,3rd,TRUE,56,9,11
Male,23,3rd,FALSE,56,9,11
Male,31,2nd,FALSE,10,14,2
Female,22,3rd,TRUE,7,5,0
Male,33,Crew,FALSE,NA,NA,NA
Male,16,3rd,FALSE,7,15,0
Male,32,3rd,TRUE,56,9,11
Female,1,2nd,TRUE,41,11,7
Female,3,2nd,TRUE,41,11,7
Male,25,2nd,FALSE,41,11,7
Female,22,2nd,TRUE,41,11,7
Male,29,3rd,FALSE,9,9,8
Male,29,3rd,FALSE,7,15,6
Male,55,Crew,FALSE,NA,NA,NA
Female,40,Crew,TRUE,NA,NA,NA
Male,36,Crew,FALSE,NA,NA,NA
Male,49,1st,TRUE,25,18,7
Male,22,Crew,FALSE,NA,NA,NA
Female,50,Crew,TRUE,NA,NA,NA
Male,29,Crew,TRUE,NA,NA,NA
Male,17,Crew,FALSE,NA,NA,NA
Male,41,Crew,TRUE,NA,NA,NA
Male,5,3rd,FALSE,25,9,4
Female,3,3rd,FALSE,25,9,4
Female,8,3rd,FALSE,25,9,4
Female,12,3rd,FALSE,25,9,4
Male,35,Crew,FALSE,NA,NA,NA
Female,40,3rd,FALSE,25,9,4
Female,17,2nd,TRUE,12,0,0
Male,32,3rd,FALSE,7,18,6
Female,31,2nd,TRUE,33,0,0
Female,39,2nd,TRUE,10,10,0
Male,20,3rd,FALSE,15,10,0
Male,25,Crew,FALSE,NA,NA,NA
Female,27,Crew,TRUE,106,8,6
Male,41,3rd,FALSE,24,3,0
Male,35,Crew,TRUE,512,6,7
Male,26,Crew,FALSE,NA,NA,NA
Male,36,2nd,FALSE,12,17,6
Male,27,Crew,TRUE,NA,NA,NA
Male,30,1st,FALSE,27,14,5
Male,25,2nd,FALSE,10,10,0
Male,24,3rd,FALSE,9,10,0
Male,24,Crew,FALSE,NA,NA,NA
Male,20,Crew,FALSE,NA,NA,NA
Male,47,Crew,FALSE,NA,NA,NA
Male,38,Crew,TRUE,NA,NA,NA
Male,42,1st,FALSE,26,11,0
Female,25,3rd,FALSE,7,15,6
Female,45,3rd,FALSE,7,15,0
Male,36,3rd,FALSE,15,11,0
Female,30,3rd,FALSE,15,11,0
Male,20,3rd,TRUE,7,18,6
Male,30,Crew,TRUE,NA,NA,NA
Female,55,1st,TRUE,27,14,5
Male,21,3rd,FALSE,7,17,7
Female,16,1st,TRUE,39,8,0
Female,50,1st,TRUE,39,8,0
Male,28,3rd,FALSE,56,9,11
Male,61,2nd,FALSE,12,7,0
Male,28,3rd,FALSE,9,10,0
Male,40,Crew,TRUE,NA,NA,NA
Male,25,3rd,FALSE,7,5,0
Male,41,Crew,FALSE,NA,NA,NA
Male,29,Crew,FALSE,NA,NA,NA
Male,31,3rd,FALSE,16,2,0
Female,34,3rd,FALSE,16,2,0
Male,33,Crew,FALSE,NA,NA,NA
Male,19,3rd,FALSE,7,17,7
Male,31,Crew,FALSE,NA,NA,NA
Male,29,1st,FALSE,30,0,0
Male,36,Crew,FALSE,NA,NA,NA
Female,21,1st,TRUE,77,19,2
Male,20,Crew,FALSE,NA,NA,NA
Male,30,1st,FALSE,45,10,0
Male,50,2nd,FALSE,26,0,0
Female,42,2nd,TRUE,26,0,0
Male,37,Crew,FALSE,NA,NA,NA
Male,20,3rd,FALSE,7,5,0
Male,29,Crew,TRUE,NA,NA,NA
Male,25,Crew,TRUE,NA,NA,NA
Male,31,Crew,TRUE,NA,NA,NA
Male,29,3rd,TRUE,8,13,3
Male,50,3rd,FALSE,7,1,1
Female,23,3rd,TRUE,7,17,1
Male,32,3rd,TRUE,7,11,7
Female,59,Crew,TRUE,146,10,5
Male,45,Crew,FALSE,NA,NA,NA
Male,30,3rd,FALSE,6,8,9
Male,44,3rd,FALSE,7,17,11
Male,25,Crew,FALSE,NA,NA,NA
Male,23,Crew,FALSE,NA,NA,NA
Female,57,2nd,FALSE,10,10,0
Male,20,3rd,FALSE,7,11,0
Male,34,Crew,FALSE,NA,NA,NA
Male,32,Crew,FALSE,NA,NA,NA
Female,21,3rd,TRUE,7,15,0
Female,16,1st,TRUE,211,6,9
Male,24,3rd,TRUE,7,2,10
Male,22,3rd,FALSE,7,2,6
Male,30,1st,FALSE,26,0,0
Female,20,3rd,FALSE,7,17,7
Female,20,Crew,TRUE,86,10,0
Male,36,Crew,FALSE,NA,NA,NA
Male,32,Crew,TRUE,NA,NA,NA
Male,29,3rd,FALSE,7,18,6
Male,25,2nd,FALSE,15,0,11
Male,1,2nd,TRUE,37,0,1
Male,45,2nd,FALSE,37,0,1
Female,24,2nd,TRUE,37,0,1
Male,20,3rd,TRUE,7,4,7
Female,32,3rd,FALSE,7,15,0
Male,47,2nd,FALSE,15,11,7
Female,28,3rd,TRUE,7,14,9
Male,40,Crew,FALSE,NA,NA,NA
Male,50,Crew,FALSE,NA,NA,NA
Male,25,3rd,FALSE,7,4,7
Male,29,1st,TRUE,29,14,0
Male,27,Crew,FALSE,NA,NA,NA
Male,23,3rd,FALSE,7,17,11
Male,35,3rd,FALSE,7,17,11
Male,27,Crew,FALSE,NA,NA,NA
Male,33,3rd,FALSE,7,17,11
Male,21,Crew,FALSE,NA,NA,NA
Female,28,Crew,TRUE,NA,NA,NA
Male,39,Crew,FALSE,NA,NA,NA
Female,20,Crew,TRUE,NA,NA,NA
Female,39,Crew,TRUE,NA,NA,NA
Male,18,1st,FALSE,53,2,0
Female,18,1st,TRUE,53,2,0
Male,25,Crew,FALSE,NA,NA,NA
Male,32,Crew,TRUE,NA,NA,NA
Male,39,Crew,FALSE,NA,NA,NA
Male,33,Crew,FALSE,NA,NA,NA
Male,29,Crew,FALSE,NA,NA,NA
Male,30,3rd,FALSE,7,17,11
Male,23,2nd,FALSE,13,0,0
Male,20,Crew,FALSE,NA,NA,NA
Male,25,Crew,TRUE,NA,NA,NA
Male,29,Crew,FALSE,NA,NA,NA
Male,22,Crew,FALSE,NA,NA,NA
Male,59,Crew,FALSE,NA,NA,NA
Male,36,2nd,FALSE,16,0,0
Male,31,Crew,TRUE,NA,NA,NA
Male,24,1st,TRUE,49,10,1
Male,28,Crew,FALSE,NA,NA,NA
Male,53,Crew,FALSE,NA,NA,NA
Male,25,Crew,TRUE,NA,NA,NA
Male,38,Crew,FALSE,NA,NA,NA
Male,23,Crew,FALSE,NA,NA,NA
Male,46,1st,FALSE,75,4,10
Female,24,3rd,TRUE,7,15,0
Male,38,Crew,FALSE,NA,NA,NA
Male,54,1st,FALSE,51,17,3
Male,48,Crew,TRUE,NA,NA,NA
Male,28,Crew,FALSE,NA,NA,NA
Male,36,Crew,FALSE,NA,NA,NA
Male,19,3rd,TRUE,7,15,0
Female,29,3rd,TRUE,23,5,0
Female,26,3rd,TRUE,23,5,0
Male,24,3rd,TRUE,23,5,0
Male,32,2nd,FALSE,13,10,0
Male,32,2nd,FALSE,13,0,0
Female,31,3rd,TRUE,7,15,8
Male,37,Crew,FALSE,NA,NA,NA
Male,20,3rd,FALSE,15,10,0
Male,29,Crew,TRUE,NA,NA,NA
Male,34,Crew,FALSE,NA,NA,NA
Male,30,Crew,FALSE,NA,NA,NA
Male,36,Crew,TRUE,NA,NA,NA
Male,35,1st,TRUE,26,5,9
Female,20,3rd,TRUE,7,17,7
Female,17,3rd,TRUE,8,0,7
Female,42,3rd,FALSE,7,15,0
Male,27,Crew,FALSE,NA,NA,NA
Male,38,Crew,FALSE,NA,NA,NA
Male,21,Crew,TRUE,NA,NA,NA
Male,46,2nd,FALSE,26,0,0
Male,30,Crew,TRUE,NA,NA,NA
Female,42,Crew,TRUE,NA,NA,NA
Male,19,3rd,FALSE,7,15,0
Male,26,Crew,TRUE,NA,NA,NA
Male,21,Crew,FALSE,NA,NA,NA
Male,36,Crew,FALSE,NA,NA,NA
